CheckInDate,CheckOutDate,RateAmount,BookingStatus,RoomType,Channel,GuestName,GuestCountry,RepeatGuest
2024-12-17,2024-12-25,1432.32,Confirmed,Family,Direct,,,true
2025-12-14,2025-12-16,706.81,Confirmed,Suite,Expedia,,,true
2025-03-15,2025-03-18,198.08,Confirmed,Single,Booking.com,,,true
2024-07-18,2024-07-20,634.73,Confirmed,Suite,Expedia,,,true
2023-11-28,2023-11-30,169.61,Confirmed,Double,Direct,,,true
2023-04-20,2023-04-21,86.16,Confirmed,Double,Direct,,,true
2024-10-17,2024-10-20,193.23,Confirmed,Double,Booking.com,,,true
2023-08-17,2023-08-24,501.53,Confirmed,Single,Expedia,,,true
2024-06-29,2024-07-03,284.64,Confirmed,Single,Booking.com,,,true
2025-01-29,2025-01-31,133.42,Confirmed,Double,Booking.com,,,true
2025-03-16,2025-03-19,285.00,Confirmed,Family,Expedia,,,true
2023-02-17,2023-02-20,254.13,Confirmed,Double,Expedia,,,true
2025-11-15,2025-11-17,70.51,Confirmed,Single,Booking.com,,,true
2023-07-28,2023-08-02,359.95,Confirmed,Double,Agoda,,,true
2025-05-27,2025-06-01,838.17,Confirmed,Deluxe,Direct,,,true
2025-08-18,2025-08-23,7.67,Cancelled,Family,Expedia,,,true
2023-03-15,2023-03-23,569.92,Confirmed,Double,Agoda,,,true
2024-01-29,2024-02-01,419.12,Confirmed,Family,Booking.com,,,true
2023-03-12,2023-03-16,608.76,Confirmed,Suite,Direct,,,true
2024-09-09,2024-09-11,7.67,Cancelled,Double,Expedia,,,true
2025-03-10,2025-03-19,747.48,Confirmed,Deluxe,Booking.com,,,false
2024-02-03,2024-02-06,207.99,Confirmed,Double,Direct,,,true
2025-08-06,2025-08-10,800.75,Confirmed,Family,Agoda,,,true
2025-04-28,2025-04-30,7.67,Cancelled,Family,Booking.com,,,true
2025-09-13,2025-09-17,247.64,Confirmed,Single,Booking.com,,,true
2024-06-12,2024-06-17,292.25,Confirmed,Single,Booking.com,,,true
2025-06-11,2025-06-13,491.67,Confirmed,Suite,Agoda,,,false
2023-12-24,2023-12-26,138.40,Confirmed,Double,Direct,,,false
2023-10-10,2023-10-12,122.93,Confirmed,Single,Booking.com,,,true
2025-08-10,2025-08-16,367.98,Confirmed,Single,Booking.com,,,true
2024-01-12,2024-01-15,7.67,Cancelled,Double,Direct,,,true
2025-02-27,2025-02-28,66.87,Confirmed,Double,Direct,,,true
2024-03-16,2024-03-19,364.40,Confirmed,Deluxe,Direct,,,true
2025-05-20,2025-05-23,397.90,Confirmed,Deluxe,Booking.com,,,true
2025-08-31,2025-09-05,389.97,Confirmed,Double,Direct,,,true
2023-10-28,2023-10-31,377.43,Confirmed,Family,Direct,,,true
2025-06-29,2025-07-04,785.40,Confirmed,Family,Expedia,,,true
2023-09-30,2023-10-04,644.08,Confirmed,Deluxe,Booking.com,,,true
2024-08-01,2024-08-08,7.67,Cancelled,Deluxe,Direct,,,true
2024-08-15,2024-08-18,308.67,Confirmed,Double,Expedia,,,true
2025-09-29,2025-10-03,310.00,Confirmed,Double,Expedia,,,true
2024-06-21,2024-06-23,151.98,Confirmed,Single,Direct,,,false
2025-02-26,2025-03-02,203.68,Confirmed,Single,Booking.com,,,true
2023-02-20,2023-02-22,311.36,Confirmed,Family,Direct,,,true
2023-08-29,2023-08-31,323.19,Confirmed,Family,Agoda,,,true
2025-05-20,2025-05-22,211.66,Confirmed,Double,Direct,,,true
2025-08-19,2025-08-21,125.76,Confirmed,Double,Booking.com,,,false
2025-11-12,2025-11-13,130.77,Confirmed,Family,Agoda,,,true
2024-08-14,2024-08-21,586.86,Confirmed,Double,Booking.com,,,true
2024-04-23,2024-05-02,3276.02,Confirmed,Suite,Booking.com,,,true
2024-04-27,2024-05-06,3002.83,Confirmed,Suite,Agoda,,,true
2025-03-25,2025-04-03,897.19,Confirmed,Family,Booking.com,,,true
2025-02-07,2025-02-11,782.75,Confirmed,Suite,Direct,,,true
2024-03-28,2024-03-30,251.48,Confirmed,Deluxe,Direct,,,true
2023-12-10,2023-12-14,226.48,Confirmed,Single,Expedia,,,true
2024-02-28,2024-03-01,127.58,Confirmed,Double,Direct,,,true
2025-11-16,2025-11-21,221.30,Confirmed,Single,Direct,,,false
2024-01-15,2024-01-23,862.30,Confirmed,Deluxe,Direct,,,true
2024-09-15,2024-09-18,378.89,Confirmed,Deluxe,Agoda,,,true
2025-05-02,2025-05-04,150.00,Confirmed,Double,Booking.com,,,true
2024-09-22,2024-09-30,1714.11,Confirmed,Suite,Agoda,,,true
2023-08-01,2023-08-02,75.50,Confirmed,Double,Direct,,,true
2024-05-16,2024-05-20,300.54,Confirmed,Double,Direct,,,false
2023-05-19,2023-05-21,126.53,Confirmed,Single,Booking.com,,,true
2024-07-11,2024-07-18,339.53,Confirmed,Single,Direct,,,false
2024-09-07,2024-09-08,139.47,Confirmed,Deluxe,Booking.com,,,true
2024-03-11,2024-03-18,208.25,Confirmed,Single,Booking.com,,,true
2024-02-19,2024-02-23,247.08,Confirmed,Single,Booking.com,,,true
2024-02-28,2024-03-04,593.65,Confirmed,Deluxe,Booking.com,,,true
2024-02-07,2024-02-13,361.08,Confirmed,Double,Direct,,,true
2025-08-24,2025-08-29,1728.75,Confirmed,Suite,Direct,,,true
2025-10-27,2025-10-28,51.20,Confirmed,Single,Direct,,,true
2025-10-18,2025-10-19,175.97,Confirmed,Deluxe,Expedia,,,true
2024-12-14,2024-12-23,3290.80,Confirmed,Suite,Expedia,,,true
2025-11-11,2025-11-14,127.50,Confirmed,Double,Direct,,,true
2025-11-11,2025-11-12,121.98,Confirmed,Deluxe,Booking.com,,,true
2025-02-10,2025-02-17,894.46,Confirmed,Family,Direct,,,true
2025-04-18,2025-04-20,96.82,Cancelled,Family,Expedia,,,true
2025-10-07,2025-10-09,199.18,Confirmed,Double,Direct,,,true
2025-12-15,2025-12-17,300.45,Confirmed,Deluxe,Direct,,,true
2023-11-06,2023-11-07,175.11,Confirmed,Family,Direct,,,true
2024-07-08,2024-07-09,146.36,Confirmed,Family,Direct,,,true
2024-06-22,2024-06-27,283.98,Confirmed,Single,Direct,,,true
2025-01-09,2025-01-13,1021.82,Confirmed,Suite,Booking.com,,,false
2025-05-21,2025-05-22,50.87,Confirmed,Single,Booking.com,,,true
2024-08-31,2024-09-02,166.10,Confirmed,Single,Booking.com,,,true
2024-01-09,2024-01-11,83.69,Confirmed,Single,Booking.com,,,true
2024-07-16,2024-07-17,229.56,Confirmed,Family,Expedia,,,true
2025-07-16,2025-07-21,435.43,Confirmed,Double,Expedia,,,true
2023-02-04,2023-02-05,173.23,Confirmed,Family,Agoda,,,true
2023-08-26,2023-08-31,1051.75,Confirmed,Deluxe,Direct,,,true
2023-09-02,2023-09-12,1239.08,Confirmed,Double,Booking.com,,,true
2025-03-06,2025-03-10,300.64,Confirmed,Double,Agoda,,,true
2023-11-14,2023-11-25,476.85,Confirmed,Single,Booking.com,,,true
2024-10-14,2024-10-17,219.18,Confirmed,Double,Expedia,,,true
2025-10-02,2025-10-04,521.40,Confirmed,Suite,Direct,,,true
2025-03-14,2025-03-16,148.41,Confirmed,Double,Direct,,,true
2024-06-28,2024-06-30,114.42,Confirmed,Single,Booking.com,,,true
2024-06-09,2024-06-18,754.03,Confirmed,Double,Agoda,,,true
2023-11-09,2023-11-10,71.83,Confirmed,Double,Booking.com,,,true
2025-07-20,2025-07-23,285.60,Confirmed,Double,Booking.com,,,true
2025-05-31,2025-06-01,70.31,Confirmed,Single,Direct,,,true
2024-10-23,2024-10-29,316.56,Confirmed,Double,Direct,,,true
2024-10-18,2024-10-19,15.72,Cancelled,Single,Agoda,,,true
2024-04-11,2024-04-17,390.96,Confirmed,Single,Agoda,,,true
2025-12-12,2025-12-16,7.67,Cancelled,Deluxe,Direct,,,true
2023-12-23,2023-12-25,513.52,Confirmed,Suite,Booking.com,,,true
2023-07-11,2023-07-13,119.88,Confirmed,Single,Booking.com,,,true
2025-11-08,2025-11-10,87.46,Cancelled,Family,Agoda,,,true
2023-07-08,2023-07-11,287.04,Confirmed,Double,Expedia,,,true
2023-07-20,2023-07-24,679.21,Confirmed,Family,Booking.com,,,true
2025-08-22,2025-08-29,599.38,Confirmed,Single,Agoda,,,true
2025-05-14,2025-05-19,304.00,Confirmed,Single,Booking.com,,,true
2024-05-18,2024-05-19,42.95,Confirmed,Single,Direct,,,true
2025-11-11,2025-11-17,411.00,Confirmed,Double,Booking.com,,,false
2023-02-17,2023-02-20,227.26,Confirmed,Deluxe,Direct,,,false
2025-09-05,2025-09-07,329.72,Confirmed,Deluxe,Booking.com,,,true
2025-08-31,2025-09-06,7.67,Cancelled,Double,Expedia,,,true
2023-10-24,2023-10-30,1005.84,Confirmed,Family,Expedia,,,false
2024-08-08,2024-08-11,343.51,Confirmed,Double,Direct,,,true
2024-10-19,2024-10-21,110.72,Confirmed,Single,Direct,,,true
2025-06-23,2025-06-24,65.96,Confirmed,Double,Expedia,,,true
2025-12-21,2025-12-23,109.80,Confirmed,Single,Booking.com,,,true
2025-09-10,2025-09-12,96.08,Confirmed,Single,Direct,,,true
2025-12-12,2025-12-13,62.12,Confirmed,Double,Booking.com,,,true
2024-04-11,2024-04-13,206.62,Confirmed,Deluxe,Booking.com,,,true
2024-06-26,2024-06-29,39.91,Cancelled,Double,Booking.com,,,true
2023-05-19,2023-05-24,1064.33,Confirmed,Family,Direct,,,true
2024-12-03,2024-12-04,84.82,Confirmed,Deluxe,Booking.com,,,true
2024-07-31,2024-08-05,7.67,Cancelled,Double,Direct,,,true
2025-04-12,2025-04-18,797.66,Confirmed,Deluxe,Expedia,,,true
2025-05-01,2025-05-03,224.14,Confirmed,Double,Booking.com,,,true
2023-01-25,2023-01-29,429.32,Confirmed,Family,Booking.com,,,true
2023-11-02,2023-11-03,48.04,Confirmed,Single,Booking.com,,,true
2025-01-29,2025-01-30,69.18,Confirmed,Double,Direct,,,false
2024-08-29,2024-08-31,185.88,Confirmed,Double,Booking.com,,,true
2023-10-15,2023-10-21,402.24,Confirmed,Single,Agoda,,,true
2023-04-08,2023-04-10,192.12,Confirmed,Double,Agoda,,,true
2023-12-30,2024-01-01,65.42,Cancelled,Double,Booking.com,,,true
2025-06-28,2025-07-01,247.72,Confirmed,Double,Booking.com,,,true
2023-05-05,2023-05-10,497.40,Cancelled,Family,Agoda,,,true
2025-12-25,2025-12-27,175.00,Confirmed,Deluxe,Booking.com,,,true
2025-06-28,2025-06-30,103.64,Confirmed,Single,Booking.com,,,true
2024-04-08,2024-04-17,949.06,Confirmed,Deluxe,Direct,,,true
2025-10-19,2025-10-20,231.90,Confirmed,Suite,Expedia,,,false
2025-10-04,2025-10-06,82.69,Confirmed,Single,Booking.com,,,true
2025-07-29,2025-07-31,158.35,Confirmed,Single,Direct,,,true
2025-02-08,2025-02-14,1711.32,Confirmed,Suite,Direct,,,true
2024-08-06,2024-08-07,53.74,Confirmed,Single,Direct,,,true
2023-11-29,2023-12-01,108.56,Confirmed,Single,Direct,,,true
2024-12-17,2024-12-19,161.32,Confirmed,Double,Direct,,,true
2025-08-24,2025-08-27,224.83,Confirmed,Single,Expedia,,,true
2023-07-28,2023-08-02,140.66,Cancelled,Deluxe,Direct,,,false
2025-07-06,2025-07-18,2226.88,Confirmed,Family,Direct,,,false
2025-03-24,2025-03-30,261.12,Confirmed,Single,Agoda,,,false
2023-05-15,2023-05-16,134.11,Confirmed,Deluxe,Booking.com,,,true
2025-08-31,2025-09-02,78.96,Cancelled,Deluxe,Direct,,,true
2025-03-07,2025-03-08,48.20,Confirmed,Single,Booking.com,,,true
2023-01-20,2023-01-24,202.12,Confirmed,Single,Direct,,,false
2025-08-23,2025-08-25,157.90,Confirmed,Single,Direct,,,true
2024-01-06,2024-01-08,155.97,Confirmed,Double,Expedia,,,true
2024-05-07,2024-05-09,127.22,Confirmed,Double,Direct,,,true
2025-08-13,2025-08-17,424.04,Confirmed,Double,Direct,,,true
2024-01-16,2024-01-21,114.39,Cancelled,Deluxe,Direct,,,true
2023-11-15,2023-11-18,444.51,Confirmed,Deluxe,Agoda,,,true
2025-07-29,2025-08-02,968.19,Confirmed,Suite,Booking.com,,,true
2024-01-16,2024-01-20,255.13,Confirmed,Double,Agoda,,,true
2025-10-23,2025-10-24,108.49,Confirmed,Family,Agoda,,,true
2025-06-09,2025-06-11,230.38,Confirmed,Deluxe,Direct,,,true
2025-12-09,2025-12-15,491.57,Confirmed,Double,Direct,,,true
2025-05-11,2025-05-15,222.82,Confirmed,Double,Expedia,,,true
2025-08-28,2025-08-29,144.69,Confirmed,Single,Agoda,,,true
2024-02-17,2024-02-20,303.45,Confirmed,Family,Booking.com,,,true
2024-04-05,2024-04-06,65.25,Confirmed,Single,Agoda,,,true
2023-02-28,2023-03-02,229.80,Confirmed,Deluxe,Direct,,,true
2024-08-16,2024-08-20,363.52,Confirmed,Single,Booking.com,,,true
2025-08-10,2025-08-16,78.55,Cancelled,Single,Expedia,,,true
2023-12-31,2024-01-04,390.48,Confirmed,Double,Booking.com,,,true
2024-01-20,2024-01-24,539.49,Confirmed,Family,Booking.com,,,true
2025-04-06,2025-04-08,165.46,Confirmed,Single,Booking.com,,,false
2026-01-04,2026-01-07,154.65,Confirmed,Single,Direct,,,true
2024-11-18,2024-11-20,83.76,Confirmed,Single,Booking.com,,,true
2023-02-05,2023-02-09,194.12,Confirmed,Single,Agoda,,,true
2025-03-01,2025-03-06,812.68,Confirmed,Family,Booking.com,,,false
2025-11-22,2025-11-23,79.03,Confirmed,Double,Agoda,,,true
2024-02-16,2024-02-17,85.83,Confirmed,Double,Booking.com,,,true
2024-12-17,2024-12-20,193.29,Confirmed,Single,Direct,,,true
2025-09-14,2025-09-18,233.92,Confirmed,Single,Direct,,,true
2023-12-14,2023-12-15,61.38,Confirmed,Single,Direct,,,true
2025-12-03,2025-12-14,1439.53,Confirmed,Deluxe,Direct,,,true
2023-08-05,2023-08-07,261.74,Confirmed,Double,Booking.com,,,true
2023-05-17,2023-05-26,1116.67,Confirmed,Deluxe,Agoda,,,true
2025-02-22,2025-03-01,333.27,Confirmed,Double,Expedia,,,true
2025-11-25,2025-11-27,126.25,Confirmed,Double,Booking.com,,,true
2024-10-13,2024-10-15,152.49,Confirmed,Double,Booking.com,,,true
2023-08-23,2023-08-26,764.73,Confirmed,Family,Booking.com,,,true
2024-07-12,2024-07-15,693.66,Confirmed,Family,Agoda,,,true
2024-09-17,2024-09-21,443.95,Confirmed,Deluxe,Booking.com,,,false
2024-07-01,2024-07-02,136.85,Confirmed,Deluxe,Booking.com,,,true
2024-01-21,2024-01-28,263.09,Confirmed,Single,Direct,,,false
2024-07-31,2024-08-01,120.92,Confirmed,Deluxe,Expedia,,,true
2024-09-10,2024-09-18,679.06,Confirmed,Double,Booking.com,,,true
2025-06-17,2025-06-21,344.81,Confirmed,Family,Agoda,,,false
2024-08-08,2024-08-09,82.56,Confirmed,Double,Direct,,,true
2024-06-28,2024-07-02,355.06,Cancelled,Family,Agoda,,,true
2025-12-19,2025-12-21,229.24,Confirmed,Double,Agoda,,,true
2023-08-05,2023-08-10,553.15,Confirmed,Double,Booking.com,,,true
2025-10-12,2025-10-16,471.48,Confirmed,Double,Booking.com,,,true
2025-08-24,2025-08-28,398.20,Confirmed,Single,Agoda,,,true
2025-12-10,2025-12-12,174.70,Confirmed,Double,Direct,,,true
2024-04-07,2024-04-12,373.95,Confirmed,Single,Direct,,,true
2024-04-04,2024-04-05,54.27,Confirmed,Single,Direct,,,true
2023-12-03,2023-12-06,514.77,Confirmed,Family,Booking.com,,,true
2025-10-21,2025-10-23,358.30,Confirmed,Deluxe,Direct,,,false
2024-06-22,2024-06-23,71.62,Confirmed,Double,Direct,,,true
2025-05-23,2025-05-25,132.30,Confirmed,Single,Direct,,,false
2024-08-18,2024-08-24,403.27,Confirmed,Single,Booking.com,,,true
2025-06-27,2025-06-28,168.00,Confirmed,Deluxe,agoda,,,true
2025-10-26,2025-10-29,186.00,Confirmed,Single,Booking.com,,,false
2023-04-07,2023-04-08,69.97,Confirmed,Single,Booking.com,,,true
2023-11-17,2023-11-19,331.68,Confirmed,Family,Direct,,,false
2025-08-01,2025-08-02,43.96,Cancelled,Deluxe,Agoda,,,true
2024-10-14,2024-10-16,393.06,Confirmed,Family,Agoda,,,true
2025-02-01,2025-02-08,547.79,Confirmed,Double,Direct,,,true
2025-02-23,2025-02-24,133.14,Confirmed,Deluxe,Booking.com,,,true
2023-12-06,2023-12-07,265.80,Confirmed,Suite,Booking.com,,,true
2023-10-04,2023-10-06,430.06,Confirmed,Suite,Direct,,,true
2023-02-13,2023-02-17,1040.32,Confirmed,Suite,Agoda,,,true
2025-04-24,2025-04-27,254.69,Confirmed,Double,Booking.com,,,true
2025-06-15,2025-06-16,90.08,Confirmed,Deluxe,Direct,,,true
2024-05-26,2024-05-28,298.50,Confirmed,Deluxe,Booking.com,,,true
2025-05-15,2025-05-17,115.41,Confirmed,Single,Direct,,,true
2025-01-22,2025-01-23,83.13,Confirmed,Double,Expedia,,,true
2023-09-25,2023-09-27,353.82,Confirmed,Family,Expedia,,,true
2025-03-18,2025-03-20,7.67,Cancelled,Double,Direct,,,false
2025-08-09,2025-08-11,237.66,Confirmed,Deluxe,Agoda,,,true
2025-12-25,2026-01-02,483.97,Confirmed,Single,Direct,,,true
2023-06-09,2023-06-13,453.84,Confirmed,Double,Booking.com,,,true
2023-04-02,2023-04-09,482.90,Confirmed,Deluxe,Agoda,,,true
2025-06-08,2025-06-09,18.96,Cancelled,Double,Direct,,,true
2023-08-29,2023-09-04,1365.72,Confirmed,Family,Expedia,,,false
2025-12-06,2025-12-10,635.29,Confirmed,Family,Direct,,,true
2025-05-05,2025-05-08,138.84,Cancelled,Deluxe,Direct,,,true
2025-12-20,2025-12-24,230.98,Confirmed,Single,Expedia,,,true
2024-08-26,2024-08-29,315.36,Confirmed,Double,Booking.com,,,true
2023-08-27,2023-08-29,432.56,Confirmed,Family,Expedia,,,true
2024-03-21,2024-03-27,289.98,Confirmed,Single,Expedia,,,false
2025-05-19,2025-05-20,108.15,Confirmed,Double,Expedia,,,true
2024-07-17,2024-07-18,32.26,Cancelled,Single,Booking.com,,,true
2025-09-24,2025-09-28,294.08,Confirmed,Single,Direct,,,true
2024-10-15,2024-10-18,232.69,Confirmed,Double,Expedia,,,true
2025-03-11,2025-03-13,161.06,Confirmed,Double,Expedia,,,true
2025-03-31,2025-04-04,184.34,Confirmed,Single,Agoda,,,true
2024-12-27,2024-12-28,114.26,Confirmed,Deluxe,Agoda,,,false
2024-06-10,2024-06-12,184.74,Confirmed,Double,Direct,,,true
2024-01-27,2024-01-29,297.62,Confirmed,Family,Expedia,,,true
2024-08-27,2024-08-31,403.52,Confirmed,Double,Expedia,,,true
2025-08-29,2025-09-02,837.50,Confirmed,Deluxe,Direct,,,true
2025-04-22,2025-04-24,56.69,Cancelled,Deluxe,Booking.com,,,true
2025-09-23,2025-10-01,592.19,Confirmed,Double,Booking.com,,,true
2024-02-01,2024-02-02,180.12,Confirmed,Suite,Expedia,,,true
2024-03-25,2024-03-29,307.12,Confirmed,Double,Booking.com,,,true
2025-01-16,2025-01-23,543.63,Confirmed,Double,Booking.com,,,false
2023-11-23,2023-12-01,265.73,Confirmed,Single,Direct,,,true
2025-04-07,2025-04-15,608.70,Cancelled,Suite,Direct,,,true
2025-12-22,2025-12-28,663.37,Confirmed,Deluxe,Booking.com,,,true
2023-06-29,2023-07-01,132.18,Confirmed,Single,Expedia,,,true
2023-07-20,2023-07-21,90.85,Confirmed,Double,Direct,,,true
2025-08-17,2025-08-25,81.98,Confirmed,Double,Expedia,,,true
2023-09-12,2023-09-15,138.84,Confirmed,Single,Booking.com,,,true
2025-12-30,2026-01-02,298.53,Confirmed,Double,Expedia,,,true
2025-08-17,2025-08-22,211.16,Confirmed,Family,Expedia,,,true
2024-11-21,2024-11-23,229.62,Confirmed,Deluxe,Agoda,,,true
2023-04-18,2023-04-21,258.81,Confirmed,Double,Booking.com,,,true
2023-12-18,2023-12-23,460.28,Confirmed,Double,Agoda,,,true
2023-06-18,2023-06-21,581.03,Confirmed,Deluxe,Agoda,,,true
2023-06-28,2023-06-29,56.53,Confirmed,Single,Booking.com,,,false
2025-06-11,2025-06-14,275.38,Cancelled,Family,Direct,,,true
2023-06-10,2023-06-16,372.48,Confirmed,Single,Booking.com,,,true
2023-12-06,2023-12-08,131.58,Confirmed,Single,Expedia,,,true
2025-12-25,2025-12-28,497.91,Confirmed,Deluxe,Agoda,,,true
2025-02-09,2025-02-12,96.36,Confirmed,Single,Booking.com,,,true
2023-12-30,2024-01-09,915.30,Confirmed,Double,Agoda,,,true
2025-07-23,2025-07-26,58.72,Cancelled,Double,Expedia,,,true
2024-09-16,2024-09-19,194.72,Confirmed,Single,Expedia,,,true
2025-08-19,2025-08-20,187.78,Confirmed,Family,Booking.com,,,true
2023-07-17,2023-07-21,397.56,Confirmed,Double,Direct,,,true
2023-02-11,2023-02-14,173.60,Confirmed,Double,Direct,,,true
2024-05-04,2024-05-08,258.55,Confirmed,Single,Direct,,,true
2023-01-13,2023-01-16,166.21,Cancelled,Deluxe,Direct,,,true
2024-03-20,2024-03-24,574.16,Confirmed,Family,Direct,,,true
2025-05-09,2025-05-13,393.98,Confirmed,Double,Expedia,,,true
2023-06-14,2023-06-27,1192.37,Confirmed,Deluxe,Direct,,,true
2024-09-30,2024-10-03,238.50,Confirmed,Double,Agoda,,,false
2023-11-25,2023-11-27,353.90,Confirmed,Family,Booking.com,,,true
2024-11-07,2024-11-10,156.57,Confirmed,Single,Expedia,,,true
2025-09-25,2025-09-26,45.29,Confirmed,Single,Booking.com,,,true
2024-07-08,2024-07-11,173.28,Confirmed,Single,Booking.com,,,true
2023-05-07,2023-05-15,975.07,Cancelled,Suite,Agoda,,,true
2025-11-08,2025-11-10,156.40,Confirmed,Double,Agoda,,,true
2024-12-06,2024-12-09,160.51,Cancelled,Deluxe,Booking.com,,,true
2024-04-15,2024-04-18,147.84,Confirmed,Single,Direct,,,true
2024-03-06,2024-03-08,102.95,Confirmed,Double,Booking.com,,,true
2023-12-11,2023-12-13,617.90,Confirmed,Suite,Direct,,,true
2025-04-22,2025-04-23,76.82,Confirmed,Single,Booking.com,,,true
2024-10-20,2024-10-25,505.79,Confirmed,Deluxe,Direct,,,true
2024-12-18,2024-12-20,7.67,Cancelled,Double,Agoda,,,true
2024-11-19,2024-11-24,375.85,Confirmed,Double,Booking.com,,,true
2025-07-27,2025-07-28,109.67,Confirmed,Double,Direct,,,true
2024-05-26,2024-05-29,255.14,Confirmed,Double,Direct,,,true
2023-03-15,2023-03-20,361.19,Confirmed,Double,Direct,,,true
2025-05-14,2025-05-17,7.67,Cancelled,Single,Direct,,,false
2024-10-05,2024-10-06,51.15,Confirmed,Single,Booking.com,,,true
2024-03-27,2024-03-28,68.76,Confirmed,Double,Agoda,,,false
2025-06-19,2025-06-22,144.81,Confirmed,Single,Expedia,,,true
2024-01-03,2024-01-13,825.46,Confirmed,Double,Booking.com,,,false
2024-05-27,2024-05-28,149.92,Confirmed,Deluxe,Direct,,,true
2024-04-02,2024-04-14,584.82,Confirmed,Double,Direct,,,true
2024-06-24,2024-06-28,508.80,Confirmed,Deluxe,Booking.com,,,true
2025-05-30,2025-06-05,1328.21,Confirmed,Family,Direct,,,true
2025-12-26,2025-12-30,302.08,Confirmed,Single,Booking.com,,,false
2024-05-01,2024-05-10,510.46,Confirmed,Single,Booking.com,,,true
2025-03-29,2025-03-30,35.91,Confirmed,Single,Direct,,,true
2025-05-21,2025-05-24,294.35,Confirmed,Double,Direct,,,true
2025-11-06,2025-11-17,313.75,Cancelled,Double,booking.COM,,,true
2024-09-22,2024-09-25,433.17,Confirmed,Family,Expedia,,,true
2023-08-20,2023-08-22,401.92,Confirmed,Family,Expedia,,,false
2023-07-21,2023-07-25,410.08,Cancelled,Family,Expedia,,,true
2023-12-27,2024-01-01,368.86,Cancelled,Deluxe,Expedia,,,true
2025-04-15,2025-04-18,138.74,Confirmed,Single,Expedia,,,true
2024-05-14,2024-05-15,64.90,Confirmed,Single,Booking.com,,,true
2024-01-05,2024-01-07,220.34,Confirmed,Deluxe,Agoda,,,true
2023-05-22,2023-05-26,258.23,Confirmed,Single,Agoda,,,true
2023-09-29,2023-09-30,48.84,Confirmed,Single,Expedia,,,true
2025-06-02,2025-06-05,45.61,Cancelled,Single,Direct,,,true
2025-01-20,2025-01-27,402.40,Confirmed,Double,Agoda,,,true
2024-05-05,2024-05-06,59.23,Confirmed,Single,Direct,,,true
2023-11-19,2023-11-26,375.98,Confirmed,Double,Direct,,,true
2025-07-13,2025-07-20,539.66,Confirmed,Single,Direct,,,true
2023-12-10,2023-12-11,96.51,Confirmed,Double,Expedia,,,false
2024-07-04,2024-07-11,731.62,Confirmed,Double,Agoda,,,true
2024-07-11,2024-07-15,362.44,Confirmed,Double,Booking.com,,,false
2023-03-05,2023-03-07,142.64,Confirmed,Double,Direct,,,true
2024-09-28,2024-10-08,7.67,Cancelled,Double,Direct,,,true
2025-05-26,2025-05-29,160.73,Confirmed,Single,Direct,,,true
2023-03-18,2023-03-20,134.83,Confirmed,Double,Direct,,,true
2024-08-20,2024-08-25,385.96,Confirmed,Single,Expedia,,,true
2023-03-20,2023-03-28,1092.53,Confirmed,Deluxe,Direct,,,true
2023-05-10,2023-05-13,907.27,Confirmed,Suite,Booking.com,,,true
2024-09-14,2024-09-18,226.52,Confirmed,Single,Direct,,,true
2023-07-17,2023-07-21,308.36,Confirmed,Double,Booking.com,,,true
2025-02-25,2025-02-26,125.58,Confirmed,Deluxe,Expedia,,,true
2023-04-25,2023-04-28,494.94,Confirmed,Family,Booking.com,,,true
2024-08-27,2024-08-29,317.82,Confirmed,Deluxe,Agoda,,,true
2023-02-23,2023-02-24,137.21,Confirmed,Family,Booking.com,,,true
2025-03-25,2025-03-29,648.47,Confirmed,Family,Direct,,,true
2024-12-02,2024-12-04,105.79,Confirmed,Single,Expedia,,,true
2023-06-30,2023-07-01,324.37,Confirmed,Suite,Agoda,,,true
2025-05-23,2025-05-26,459.85,Confirmed,Deluxe,Booking.com,,,true
2024-03-04,2024-03-06,107.78,Confirmed,Double,Agoda,,,true
2023-04-09,2023-04-12,186.66,Confirmed,Double,Direct,,,false
2024-07-28,2024-07-31,263.04,Confirmed,Double,Agoda,,,true
2024-03-03,2024-03-09,229.14,Confirmed,Single,Direct,,,true
2023-11-18,2023-11-19,57.92,Confirmed,Double,Expedia,,,false
2023-04-19,2023-04-22,337.02,Confirmed,Double,Agoda,,,true
2024-10-14,2024-10-18,304.13,Confirmed,Double,Direct,,,true
2024-05-05,2024-05-06,23.22,Cancelled,Double,Direct,,,true
2025-02-05,2025-02-08,50.48,Cancelled,Double,Booking.com,,,true
2023-07-17,2023-07-19,49.52,Cancelled,Double,Booking.com,,,true
2024-03-26,2024-03-27,75.01,Confirmed,Double,Expedia,,,true
2024-05-02,2024-05-04,134.95,Confirmed,Single,Booking.com,,,true
2024-04-15,2024-04-17,142.50,Confirmed,Deluxe,Direct,,,false
2023-04-30,2023-05-01,7.67,Cancelled,Deluxe,Agoda,,,true
2025-05-11,2025-05-14,640.92,Confirmed,Family,Booking.com,,,true
2025-10-27,2025-10-30,147.63,Cancelled,Family,Booking.com,,,true
2025-07-30,2025-08-02,312.69,Confirmed,Double,Booking.com,,,true
2024-11-08,2024-11-11,7.67,Cancelled,Single,Direct,,,false
2023-05-14,2023-05-17,204.74,Confirmed,Double,Direct,,,true
2024-06-20,2024-06-24,973.04,Confirmed,Suite,Booking.com,,,true
2025-01-08,2025-01-16,418.82,Confirmed,Double,Direct,,,true
